activityName,activityCategoryName,activityStartDate [ms],activityStartDate,activityEndDate [ms],activityEndDate,activityDuration [ms],activityDuration,note
AWS AI,Active,1.75293E+12,Sat Jul 19 14:31:00 GMT+02:00 2025,1.75293E+12,Sat Jul 19 14:32:18 GMT+01:00 2025,60000,1 min,
Belonging Architecture ,Connect,1.75293E+12,Sat Jul 19 14:55:00 GMT+02:00 2025,1.75293E+12,Sat Jul 19 14:56:18 GMT+01:00 2025,60000,1 min,
AWS AI,Emotional Avoidance,1.75296E+12,Sat Jul 19 22:22:00 GMT+02:00 2025,1.75296E+12,Sat Jul 19 22:23:18 GMT+01:00 2025,60000,1 min,
Cooking,Work,1.75296E+12,Sat Jul 19 22:27:00 GMT+02:00 2025,1.75296E+12,Sat Jul 19 22:28:26 GMT+01:00 2025,60000,1 min,
Daily Planning,Relax & Wonder,1.75296E+12,Sat Jul 19 22:42:00 GMT+02:00 2025,1.75297E+12,Sun Jul 20 01:07:36 GMT+01:00 2025,8710007,2 h 25 min,
Coding,Connect,1.75296E+12,Sat Jul 19 22:48:00 GMT+02:00 2025,1.75296E+12,Sat Jul 19 22:49:07 GMT+01:00 2025,60000,1 min,
Sleep,Sleep,1.75296E+12,Sun Jul 20 00:14:00 GMT+02:00 2025,1.75299E+12,Sun Jul 20 07:30:00 GMT+02:00 2025,26160000,7 h 16 min,
Cooking,Emotional Avoidance,1.75299E+12,Sun Jul 20 07:30:00 GMT+02:00 2025,1.75299E+12,Sun Jul 20 08:26:15 GMT+01:00 2025,3363006,56 min,
Walk/Bike/Pack/Look,Connect,1.75299E+12,Sun Jul 20 07:43:00 GMT+02:00 2025,1.75299E+12,Sun Jul 20 07:56:11 GMT+01:00 2025,760511,12 min,
Private Impact,Screen Relaxation,1.75299E+12,Sun Jul 20 08:05:00 GMT+02:00 2025,1.753E+12,Sun Jul 20 10:14:06 GMT+01:00 2025,7715083,2 h 8 min,
Meditate Affir Bodyscan,Connect,1.75299E+12,Sun Jul 20 08:15:00 GMT+02:00 2025,1.753E+12,Sun Jul 20 10:33:13 GMT+01:00 2025,8262175,2 h 17 min,
Walk/Bike/Pack/Look,Connect,1.75299E+12,Sun Jul 20 08:31:00 GMT+02:00 2025,1.753E+12,Sun Jul 20 10:18:42 GMT+01:00 2025,6413289,1 h 46 min,
Social Dating Chances,Active,1.75299E+12,Sun Jul 20 08:36:00 GMT+02:00 2025,1.753E+12,Sun Jul 20 09:45:15 GMT+01:00 2025,4106028,1 h 8 min,
Private Impact,Work,1.75299E+12,Sun Jul 20 08:41:00 GMT+02:00 2025,1.753E+12,Sun Jul 20 09:13:14 GMT+01:00 2025,1884539,31 min,
Life Architecture,Responsibilities ,1.75299E+12,Sun Jul 20 08:55:00 GMT+02:00 2025,1.75299E+12,Sun Jul 20 08:56:09 GMT+01:00 2025,60000,1 min,
Daily Planning,Responsibilities ,1.753E+12,Sun Jul 20 09:25:00 GMT+02:00 2025,1.75301E+12,Sun Jul 20 12:26:27 GMT+01:00 2025,10877236,3 h 1 min,
Screen-free Meals/Breaks,Emotional Avoidance,1.753E+12,Sun Jul 20 10:47:00 GMT+02:00 2025,1.753E+12,Sun Jul 20 10:48:09 GMT+01:00 2025,60000,1 min,
Hygiene & Styling,Connect,1.753E+12,Sun Jul 20 11:00:00 GMT+02:00 2025,1.75301E+12,Sun Jul 20 12:33:17 GMT+01:00 2025,5584466,1 h 33 min,
Tech Config,Emotional Avoidance,1.753E+12,Sun Jul 20 11:36:00 GMT+02:00 2025,1.75301E+12,Sun Jul 20 13:36:34 GMT+01:00 2025,7221733,2 h 0 min,
AWS ML Associate,Active,1.75301E+12,Sun Jul 20 11:50:00 GMT+02:00 2025,1.75301E+12,Sun Jul 20 11:59:16 GMT+01:00 2025,543770,9 min,
Finance & Paperwork,Active,1.75301E+12,Sun Jul 20 12:03:00 GMT+02:00 2025,1.75301E+12,Sun Jul 20 14:02:05 GMT+01:00 2025,7132604,1 h 58 min,
Work Distractions,Emotional Work,1.75301E+12,Sun Jul 20 12:23:00 GMT+02:00 2025,1.75301E+12,Sun Jul 20 14:03:13 GMT+01:00 2025,6000346,1 h 40 min,
Sleep,Sleep,1.75301E+12,Sun Jul 20 13:05:00 GMT+02:00 2025,1.75301E+12,Sun Jul 20 13:30:00 GMT+02:00 2025,1500000,25 min,
Work-Tech Play,Screen Relaxation,1.75301E+12,Sun Jul 20 13:30:00 GMT+02:00 2025,1.75302E+12,Sun Jul 20 16:16:48 GMT+01:00 2025,9985798,2 h 46 min,
Finance & Paperwork,Active,1.75301E+12,Sun Jul 20 13:44:00 GMT+02:00 2025,1.75301E+12,Sun Jul 20 13:59:21 GMT+01:00 2025,899137,14 min,
Social Dating Chances,Emotional Work,1.75301E+12,Sun Jul 20 13:54:00 GMT+02:00 2025,1.75301E+12,Sun Jul 20 13:55:04 GMT+01:00 2025,60000,1 min,
Tech Config,Work,1.75302E+12,Sun Jul 20 14:47:00 GMT+02:00 2025,1.75302E+12,Sun Jul 20 14:59:34 GMT+01:00 2025,749672,12 min,
Distracting Media,Emotional Avoidance,1.75302E+12,Sun Jul 20 14:52:00 GMT+02:00 2025,1.75302E+12,Sun Jul 20 15:54:11 GMT+01:00 2025,3703736,1 h 1 min,
Positive Reframing,Relax & Wonder,1.75302E+12,Sun Jul 20 15:02:00 GMT+02:00 2025,1.75302E+12,Sun Jul 20 15:53:47 GMT+01:00 2025,3080783,51 min,
Coding,Work,1.75303E+12,Sun Jul 20 19:32:00 GMT+02:00 2025,1.75303E+12,Sun Jul 20 19:52:39 GMT+01:00 2025,1213046,20 min,
Social Dating Chances,Active,1.75303E+12,Sun Jul 20 19:55:00 GMT+02:00 2025,1.75303E+12,Sun Jul 20 19:56:03 GMT+01:00 2025,60000,1 min,
Health,Work,1.75304E+12,Sun Jul 20 20:40:00 GMT+02:00 2025,1.75304E+12,Sun Jul 20 21:59:48 GMT+01:00 2025,4785667,1 h 19 min,
Public Speaking,Work,1.75304E+12,Sun Jul 20 20:55:00 GMT+02:00 2025,1.75305E+12,Sun Jul 20 23:58:19 GMT+01:00 2025,10996399,3 h 3 min,
Coding,Screen Relaxation,1.75304E+12,Sun Jul 20 22:00:00 GMT+02:00 2025,1.75305E+12,Sun Jul 20 23:20:15 GMT+01:00 2025,4759896,1 h 19 min,
Shop/Book/Plan,Screen Relaxation,1.75304E+12,Sun Jul 20 22:05:00 GMT+02:00 2025,1.75305E+12,Sun Jul 20 23:35:14 GMT+01:00 2025,5359045,1 h 29 min,
Sleep,Sleep,1.75304E+12,Sun Jul 20 22:49:00 GMT+02:00 2025,1.75308E+12,Mon Jul 21 09:16:00 GMT+02:00 2025,37620000,10 h 27 min,
Public Speaking,Screen Relaxation,1.75308E+12,Mon Jul 21 09:16:00 GMT+02:00 2025,1.75309E+12,Mon Jul 21 10:42:56 GMT+01:00 2025,5207317,1 h 26 min,
Snooze,Work,1.75308E+12,Mon Jul 21 09:25:00 GMT+02:00 2025,1.75309E+12,Mon Jul 21 10:39:51 GMT+01:00 2025,4481982,1 h 14 min,
Work Distractions,Active,1.75308E+12,Mon Jul 21 09:33:00 GMT+02:00 2025,1.75309E+12,Mon Jul 21 11:24:42 GMT+01:00 2025,6692823,1 h 51 min,
Hobbies,Relax & Wonder,1.75308E+12,Mon Jul 21 09:40:00 GMT+02:00 2025,1.75309E+12,Mon Jul 21 10:54:52 GMT+01:00 2025,4475063,1 h 14 min,
Work Distractions,Connect,1.75309E+12,Mon Jul 21 10:27:00 GMT+02:00 2025,1.75309E+12,Mon Jul 21 10:53:04 GMT+01:00 2025,1547021,25 min,
Coding,Work,1.75309E+12,Mon Jul 21 10:32:00 GMT+02:00 2025,1.75309E+12,Mon Jul 21 10:33:17 GMT+01:00 2025,60000,1 min,
Shop/Book/Plan,Emotional Work,1.75309E+12,Mon Jul 21 12:18:00 GMT+02:00 2025,1.75309E+12,Mon Jul 21 12:48:54 GMT+01:00 2025,1810457,30 min,
Arts & Culture,Active,1.75309E+12,Mon Jul 21 12:27:00 GMT+02:00 2025,1.7531E+12,Mon Jul 21 13:36:36 GMT+01:00 2025,4139090,1 h 8 min,
Distracting Media,Work,1.7531E+12,Mon Jul 21 13:00:00 GMT+02:00 2025,1.7531E+12,Mon Jul 21 13:26:10 GMT+01:00 2025,1532937,25 min,
Needed Tech Config,Relax & Wonder,1.7531E+12,Mon Jul 21 13:27:00 GMT+02:00 2025,1.7531E+12,Mon Jul 21 14:36:53 GMT+01:00 2025,4139955,1 h 8 min,
Work Distractions,Connect,1.7531E+12,Mon Jul 21 13:58:00 GMT+02:00 2025,1.7531E+12,Mon Jul 21 15:16:29 GMT+01:00 2025,4656094,1 h 17 min,
AWS ML Associate,Screen Relaxation,1.7531E+12,Mon Jul 21 14:39:00 GMT+02:00 2025,1.75311E+12,Mon Jul 21 16:24:44 GMT+01:00 2025,6285546,1 h 44 min,
Public Speaking,Active,1.7531E+12,Mon Jul 21 14:44:00 GMT+02:00 2025,1.75311E+12,Mon Jul 21 17:00:07 GMT+01:00 2025,8144866,2 h 15 min,
Shop/Book/Plan,Responsibilities ,1.7531E+12,Mon Jul 21 14:55:00 GMT+02:00 2025,1.75311E+12,Mon Jul 21 15:48:04 GMT+01:00 2025,3162641,52 min,
Wellness ,Connect,1.7531E+12,Mon Jul 21 15:07:00 GMT+02:00 2025,1.7531E+12,Mon Jul 21 15:08:22 GMT+01:00 2025,60000,1 min,
Screen-free Meals/Breaks,Emotional Work,1.7531E+12,Mon Jul 21 15:12:00 GMT+02:00 2025,1.7531E+12,Mon Jul 21 15:36:31 GMT+01:00 2025,1412924,23 min,
Work-Tech Play,Work,1.7531E+12,Mon Jul 21 15:34:00 GMT+02:00 2025,1.75311E+12,Mon Jul 21 16:25:20 GMT+01:00 2025,3022267,50 min,
Public Speaking,Relax & Wonder,1.75311E+12,Mon Jul 21 17:00:00 GMT+02:00 2025,1.75311E+12,Mon Jul 21 17:01:58 GMT+01:00 2025,60000,1 min,
Coding,Responsibilities ,1.75312E+12,Mon Jul 21 18:33:00 GMT+02:00 2025,1.75312E+12,Mon Jul 21 20:57:01 GMT+01:00 2025,8582675,2 h 23 min,
Social Dating Chances,Relax & Wonder,1.75312E+12,Mon Jul 21 18:52:00 GMT+02:00 2025,1.75312E+12,Mon Jul 21 19:50:05 GMT+01:00 2025,3428836,57 min,
Walk/Bike/Pack/Look,Responsibilities ,1.75312E+12,Mon Jul 21 19:45:00 GMT+02:00 2025,1.75312E+12,Mon Jul 21 20:59:34 GMT+01:00 2025,4417082,1 h 13 min,
Social,Active,1.75312E+12,Mon Jul 21 20:15:00 GMT+02:00 2025,1.75313E+12,Mon Jul 21 22:37:24 GMT+01:00 2025,8486990,2 h 21 min,
Walk/Bike/Pack/Look,Responsibilities ,1.75312E+12,Mon Jul 21 21:02:00 GMT+02:00 2025,1.75312E+12,Mon Jul 21 21:06:51 GMT+01:00 2025,234187,3 min,
Work Training,Emotional Work,1.75313E+12,Mon Jul 21 21:29:00 GMT+02:00 2025,1.75313E+12,Mon Jul 21 22:56:48 GMT+01:00 2025,5213920,1 h 26 min,
Cooking,Emotional Work,1.75313E+12,Mon Jul 21 22:01:00 GMT+02:00 2025,1.75313E+12,Mon Jul 21 22:41:39 GMT+01:00 2025,2385725,39 min,
Health,Emotional Avoidance,1.75313E+12,Mon Jul 21 22:23:00 GMT+02:00 2025,1.75313E+12,Mon Jul 21 22:58:32 GMT+01:00 2025,2078787,34 min,
Nature,Emotional Work,1.75313E+12,Mon Jul 21 22:33:00 GMT+02:00 2025,1.75313E+12,Mon Jul 21 22:34:54 GMT+01:00 2025,60000,1 min,
Sleep,Sleep,1.75313E+12,Mon Jul 21 23:23:00 GMT+02:00 2025,1.75317E+12,Tue Jul 22 08:59:00 GMT+02:00 2025,34558332,9 h 35 min,
Dancing,Connect,1.75317E+12,Tue Jul 22 08:59:00 GMT+02:00 2025,1.75318E+12,Tue Jul 22 11:41:56 GMT+01:00 2025,9727915,2 h 42 min,
Needed Tech Config,Responsibilities ,1.75317E+12,Tue Jul 22 09:19:00 GMT+02:00 2025,1.75317E+12,Tue Jul 22 09:41:15 GMT+01:00 2025,1287226,21 min,
Wonder,Emotional Work,1.75317E+12,Tue Jul 22 09:32:00 GMT+02:00 2025,1.75318E+12,Tue Jul 22 11:08:02 GMT+01:00 2025,5732586,1 h 35 min,
Tech News,Active,1.75317E+12,Tue Jul 22 09:45:00 GMT+02:00 2025,1.75317E+12,Tue Jul 22 09:46:39 GMT+01:00 2025,60000,1 min,
Work-Tech Play,Relax & Wonder,1.75317E+12,Tue Jul 22 10:00:00 GMT+02:00 2025,1.75318E+12,Tue Jul 22 12:09:19 GMT+01:00 2025,7719725,2 h 8 min,
Finance & Paperwork,Screen Relaxation,1.75317E+12,Tue Jul 22 10:16:00 GMT+02:00 2025,1.75318E+12,Tue Jul 22 12:15:51 GMT+01:00 2025,7191320,1 h 59 min,
Arts & Culture,Relax & Wonder,1.75317E+12,Tue Jul 22 10:29:00 GMT+02:00 2025,1.75318E+12,Tue Jul 22 11:23:59 GMT+01:00 2025,3242977,54 min,
Dancing,Emotional Avoidance,1.75318E+12,Tue Jul 22 11:40:00 GMT+02:00 2025,1.75318E+12,Tue Jul 22 12:12:38 GMT+01:00 2025,1901564,31 min,
Work Architecture ,Relax & Wonder,1.75318E+12,Tue Jul 22 12:06:00 GMT+02:00 2025,1.75318E+12,Tue Jul 22 13:21:50 GMT+01:00 2025,4494195,1 h 14 min,
Process Emotions,Responsibilities ,1.75318E+12,Tue Jul 22 12:42:00 GMT+02:00 2025,1.75319E+12,Tue Jul 22 16:08:01 GMT+01:00 2025,12305017,3 h 25 min,
Screen-free Meals/Breaks,Emotional Avoidance,1.75318E+12,Tue Jul 22 12:48:00 GMT+02:00 2025,1.75318E+12,Tue Jul 22 12:49:18 GMT+01:00 2025,60000,1 min,
Arts & Culture,Responsibilities ,1.75319E+12,Tue Jul 22 15:02:00 GMT+02:00 2025,1.7532E+12,Tue Jul 22 16:43:32 GMT+01:00 2025,6074014,1 h 41 min,
Social Dating Chances,Active,1.75322E+12,Tue Jul 22 23:20:00 GMT+02:00 2025,1.75322E+12,Tue Jul 22 23:21:31 GMT+01:00 2025,60000,1 min,
Sleep,Sleep,1.75323E+12,Wed Jul 23 03:04:00 GMT+02:00 2025,1.75326E+12,Wed Jul 23 09:53:00 GMT+02:00 2025,24540000,6 h 49 min,
Arts & Culture,Emotional Avoidance,1.75326E+12,Wed Jul 23 09:53:00 GMT+02:00 2025,1.75326E+12,Wed Jul 23 10:38:59 GMT+01:00 2025,2757683,45 min,
w_Start-up,Work,1.75326E+12,Wed Jul 23 10:07:00 GMT+02:00 2025,1.75326E+12,Wed Jul 23 10:37:36 GMT+01:00 2025,1814980,30 min,
Process Emotions,Connect,1.75326E+12,Wed Jul 23 10:52:00 GMT+02:00 2025,1.75326E+12,Wed Jul 23 11:10:17 GMT+01:00 2025,1068804,17 min,
Belonging Architecture ,Connect,1.75326E+12,Wed Jul 23 11:52:00 GMT+02:00 2025,1.75327E+12,Wed Jul 23 12:39:05 GMT+01:00 2025,2796775,46 min,
Shop/Book/Plan,Responsibilities ,1.75327E+12,Wed Jul 23 12:25:00 GMT+02:00 2025,1.75327E+12,Wed Jul 23 12:26:28 GMT+01:00 2025,60000,1 min,
Work Architecture ,Relax & Wonder,1.75327E+12,Wed Jul 23 13:12:00 GMT+02:00 2025,1.75328E+12,Wed Jul 23 15:11:01 GMT+01:00 2025,7096080,1 h 58 min,
Tech Config,Screen Relaxation,1.75327E+12,Wed Jul 23 13:32:00 GMT+02:00 2025,1.75327E+12,Wed Jul 23 13:33:44 GMT+01:00 2025,60000,1 min,
Job Search,Screen Relaxation,1.75327E+12,Wed Jul 23 14:00:00 GMT+02:00 2025,1.75328E+12,Wed Jul 23 15:25:17 GMT+01:00 2025,5072171,1 h 24 min,
Job Search,Work,1.75327E+12,Wed Jul 23 14:15:00 GMT+02:00 2025,1.75327E+12,Wed Jul 23 14:40:20 GMT+01:00 2025,1489710,24 min,
Guilt free Media,Emotional Avoidance,1.75328E+12,Wed Jul 23 14:56:00 GMT+02:00 2025,1.75328E+12,Wed Jul 23 14:57:15 GMT+01:00 2025,60000,1 min,
Work Architecture ,Work,1.75328E+12,Wed Jul 23 15:52:00 GMT+02:00 2025,1.75328E+12,Wed Jul 23 16:53:32 GMT+01:00 2025,3676980,1 h 1 min,
Work-Tech Play,Work,1.75328E+12,Wed Jul 23 16:10:00 GMT+02:00 2025,1.75328E+12,Wed Jul 23 16:11:15 GMT+01:00 2025,60000,1 min,
Daily Planning,Relax & Wonder,1.75328E+12,Wed Jul 23 16:33:00 GMT+02:00 2025,1.75328E+12,Wed Jul 23 17:23:19 GMT+01:00 2025,3004283,50 min,
Snooze,Screen Relaxation,1.75329E+12,Wed Jul 23 18:06:00 GMT+02:00 2025,1.75329E+12,Wed Jul 23 18:07:15 GMT+01:00 2025,60000,1 min,
Joy Architecture,Emotional Avoidance,1.75329E+12,Wed Jul 23 18:44:00 GMT+02:00 2025,1.75329E+12,Wed Jul 23 20:03:11 GMT+01:00 2025,4747577,1 h 19 min,
Process Emotions,Active,1.7533E+12,Wed Jul 23 20:41:00 GMT+02:00 2025,1.7533E+12,Wed Jul 23 20:42:50 GMT+01:00 2025,60000,1 min,
Needed Tech Config,Relax & Wonder,1.7533E+12,Wed Jul 23 21:05:00 GMT+02:00 2025,1.7533E+12,Wed Jul 23 21:22:05 GMT+01:00 2025,975031,16 min,
Social Dating Chances,Work,1.7533E+12,Wed Jul 23 21:15:00 GMT+02:00 2025,1.7533E+12,Wed Jul 23 22:23:25 GMT+01:00 2025,4055638,1 h 7 min,
Wonder,Work,1.7533E+12,Wed Jul 23 22:01:00 GMT+02:00 2025,1.7533E+12,Wed Jul 23 22:02:50 GMT+01:00 2025,60000,1 min,
Dancing,Active,1.7533E+12,Wed Jul 23 22:08:00 GMT+02:00 2025,1.7533E+12,Wed Jul 23 22:52:10 GMT+01:00 2025,2600350,43 min,
Sleep,Sleep,1.75331E+12,Thu Jul 24 00:57:00 GMT+02:00 2025,1.75334E+12,Thu Jul 24 08:54:00 GMT+02:00 2025,28620000,7 h 57 min,
Cooking,Work,1.75334E+12,Thu Jul 24 08:54:00 GMT+02:00 2025,1.75334E+12,Thu Jul 24 08:55:56 GMT+01:00 2025,60000,1 min,
Friends & Family,Work,1.75334E+12,Thu Jul 24 09:18:00 GMT+02:00 2025,1.75335E+12,Thu Jul 24 10:49:45 GMT+01:00 2025,5448948,1 h 30 min,
Hygiene & Styling,Work,1.75334E+12,Thu Jul 24 09:36:00 GMT+02:00 2025,1.75335E+12,Thu Jul 24 12:25:55 GMT+01:00 2025,10138599,2 h 48 min,
Arts & Culture,Connect,1.75334E+12,Thu Jul 24 09:45:00 GMT+02:00 2025,1.75336E+12,Thu Jul 24 13:44:48 GMT+01:00 2025,14386830,3 h 59 min,
Tech News,Relax & Wonder,1.75335E+12,Thu Jul 24 11:48:00 GMT+02:00 2025,1.75335E+12,Thu Jul 24 12:41:38 GMT+01:00 2025,3217065,53 min,
Private Impact,Emotional Work,1.75336E+12,Thu Jul 24 14:11:00 GMT+02:00 2025,1.75337E+12,Thu Jul 24 15:52:41 GMT+01:00 2025,6099557,1 h 41 min,
Tech Config,Relax & Wonder,1.75336E+12,Thu Jul 24 14:23:00 GMT+02:00 2025,1.75336E+12,Thu Jul 24 14:24:17 GMT+01:00 2025,60000,1 min,
Sailing,Active,1.75336E+12,Thu Jul 24 14:31:00 GMT+02:00 2025,1.75337E+12,Thu Jul 24 17:02:11 GMT+01:00 2025,9054394,2 h 30 min,
Needed Tech Config,Work,1.75336E+12,Thu Jul 24 14:53:00 GMT+02:00 2025,1.75337E+12,Thu Jul 24 16:34:03 GMT+01:00 2025,6050034,1 h 40 min,
Joy Architecture,Relax & Wonder,1.75336E+12,Thu Jul 24 15:03:00 GMT+02:00 2025,1.75336E+12,Thu Jul 24 15:17:12 GMT+01:00 2025,838815,13 min,
Positive Reframing,Connect,1.75337E+12,Thu Jul 24 15:54:00 GMT+02:00 2025,1.75337E+12,Thu Jul 24 18:07:26 GMT+01:00 2025,7956235,2 h 12 min,
Joy Architecture,Screen Relaxation,1.75337E+12,Thu Jul 24 16:25:00 GMT+02:00 2025,1.75337E+12,Thu Jul 24 16:55:29 GMT+01:00 2025,1787703,29 min,
Home,Active,1.75337E+12,Thu Jul 24 17:04:00 GMT+02:00 2025,1.75337E+12,Thu Jul 24 17:20:09 GMT+01:00 2025,945955,15 min,
Sailing,Responsibilities ,1.75337E+12,Thu Jul 24 17:36:00 GMT+02:00 2025,1.75338E+12,Thu Jul 24 18:56:14 GMT+01:00 2025,4805731,1 h 20 min,
Wonder,Relax & Wonder,1.75338E+12,Thu Jul 24 18:49:00 GMT+02:00 2025,1.75338E+12,Thu Jul 24 18:50:08 GMT+01:00 2025,60000,1 min,
Arts & Culture,Responsibilities ,1.75338E+12,Thu Jul 24 19:01:00 GMT+02:00 2025,1.75338E+12,Thu Jul 24 20:58:53 GMT+01:00 2025,7064834,1 h 57 min,
Sports,Work,1.75338E+12,Thu Jul 24 20:15:00 GMT+02:00 2025,1.75338E+12,Thu Jul 24 20:16:08 GMT+01:00 2025,60000,1 min,
Daily Planning,Connect,1.75338E+12,Thu Jul 24 20:22:00 GMT+02:00 2025,1.75338E+12,Thu Jul 24 20:23:08 GMT+01:00 2025,60000,1 min,
Hobbies,Connect,1.75338E+12,Thu Jul 24 21:20:00 GMT+02:00 2025,1.75338E+12,Thu Jul 24 21:21:25 GMT+01:00 2025,60000,1 min,
Nature,Relax & Wonder,1.75339E+12,Thu Jul 24 22:01:00 GMT+02:00 2025,1.75339E+12,Thu Jul 24 23:41:06 GMT+01:00 2025,5980855,1 h 39 min,
Screen-free Meals/Breaks,Active,1.75339E+12,Thu Jul 24 22:22:00 GMT+02:00 2025,1.75339E+12,Thu Jul 24 22:27:06 GMT+01:00 2025,289466,4 min,
Nature,Active,1.75339E+12,Thu Jul 24 22:34:00 GMT+02:00 2025,1.75339E+12,Thu Jul 24 22:35:17 GMT+01:00 2025,60000,1 min,
Social,Connect,1.75339E+12,Thu Jul 24 22:44:00 GMT+02:00 2025,1.75339E+12,Thu Jul 24 22:49:52 GMT+01:00 2025,335350,5 min,
Hobbies,Active,1.75339E+12,Thu Jul 24 23:01:00 GMT+02:00 2025,1.75339E+12,Thu Jul 24 23:46:24 GMT+01:00 2025,2707546,45 min,
Snooze,Connect,1.75339E+12,Thu Jul 24 23:12:00 GMT+02:00 2025,1.75339E+12,Thu Jul 24 23:13:11 GMT+01:00 2025,60000,1 min,
Life Architecture,Relax & Wonder,1.75339E+12,Thu Jul 24 23:30:00 GMT+02:00 2025,1.75339E+12,Thu Jul 24 23:31:11 GMT+01:00 2025,60000,1 min,
w_Start-up,Emotional Work,1.75339E+12,Thu Jul 24 23:46:00 GMT+02:00 2025,1.75341E+12,Fri Jul 25 02:59:02 GMT+01:00 2025,11571015,3 h 12 min,
Sleep,Sleep,1.7534E+12,Fri Jul 25 00:44:00 GMT+02:00 2025,1.75343E+12,Fri Jul 25 08:37:00 GMT+02:00 2025,28380000,7 h 53 min,
Job Search,Connect,1.75343E+12,Fri Jul 25 08:37:00 GMT+02:00 2025,1.75343E+12,Fri Jul 25 08:38:28 GMT+01:00 2025,60000,1 min,
Dancing,Responsibilities ,1.75343E+12,Fri Jul 25 08:57:00 GMT+02:00 2025,1.75343E+12,Fri Jul 25 09:23:03 GMT+01:00 2025,1504157,25 min,
Coding,Active,1.75343E+12,Fri Jul 25 09:07:00 GMT+02:00 2025,1.75343E+12,Fri Jul 25 09:29:08 GMT+01:00 2025,1321396,22 min,
Dancing,Connect,1.75343E+12,Fri Jul 25 09:17:00 GMT+02:00 2025,1.75343E+12,Fri Jul 25 09:35:24 GMT+01:00 2025,1097592,18 min,
Guilt free Media,Connect,1.75343E+12,Fri Jul 25 09:26:00 GMT+02:00 2025,1.75343E+12,Fri Jul 25 10:56:39 GMT+01:00 2025,5409542,1 h 30 min,
Wellness ,Relax & Wonder,1.75343E+12,Fri Jul 25 10:13:00 GMT+02:00 2025,1.75344E+12,Fri Jul 25 12:06:11 GMT+01:00 2025,6760961,1 h 52 min,
Belonging Architecture ,Active,1.75343E+12,Fri Jul 25 10:23:00 GMT+02:00 2025,1.75343E+12,Fri Jul 25 10:49:45 GMT+01:00 2025,1574822,26 min,
Social Dating Chances,Emotional Work,1.75343E+12,Fri Jul 25 10:41:00 GMT+02:00 2025,1.75343E+12,Fri Jul 25 10:42:43 GMT+01:00 2025,60000,1 min,
Daily Planning,Relax & Wonder,1.75344E+12,Fri Jul 25 11:18:00 GMT+02:00 2025,1.75344E+12,Fri Jul 25 13:33:28 GMT+01:00 2025,8110316,2 h 15 min,
Coding,Emotional Work,1.75344E+12,Fri Jul 25 12:32:00 GMT+02:00 2025,1.75344E+12,Fri Jul 25 13:13:03 GMT+01:00 2025,2445783,40 min,
Joy Architecture,Screen Relaxation,1.75344E+12,Fri Jul 25 12:54:00 GMT+02:00 2025,1.75345E+12,Fri Jul 25 15:41:16 GMT+01:00 2025,9995549,2 h 46 min,
Nature,Relax & Wonder,1.75344E+12,Fri Jul 25 12:59:00 GMT+02:00 2025,1.75344E+12,Fri Jul 25 13:00:41 GMT+01:00 2025,60000,1 min,
AWS AI,Active,1.75345E+12,Fri Jul 25 14:48:00 GMT+02:00 2025,1.75345E+12,Fri Jul 25 15:49:29 GMT+01:00 2025,3648114,1 h 0 min,
Needed Tech Config,Emotional Avoidance,1.75345E+12,Fri Jul 25 14:57:00 GMT+02:00 2025,1.75346E+12,Fri Jul 25 17:57:26 GMT+01:00 2025,10774173,2 h 59 min,
Walk/Bike/Pack/Look,Active,1.75345E+12,Fri Jul 25 15:59:00 GMT+02:00 2025,1.75345E+12,Fri Jul 25 16:22:51 GMT+01:00 2025,1379179,22 min,
Hygiene & Styling,Active,1.75345E+12,Fri Jul 25 16:16:00 GMT+02:00 2025,1.75345E+12,Fri Jul 25 16:48:39 GMT+01:00 2025,1907557,31 min,
Tech Config,Emotional Work,1.75345E+12,Fri Jul 25 16:24:00 GMT+02:00 2025,1.75346E+12,Fri Jul 25 17:32:34 GMT+01:00 2025,4062098,1 h 7 min,
Work-Tech Play,Emotional Work,1.75346E+12,Fri Jul 25 17:06:00 GMT+02:00 2025,1.75346E+12,Fri Jul 25 17:15:28 GMT+01:00 2025,529232,8 min,
Private Impact,Active,1.75346E+12,Fri Jul 25 17:20:00 GMT+02:00 2025,1.75346E+12,Fri Jul 25 17:46:35 GMT+01:00 2025,1549524,25 min,
Guilt free Media,Active,1.75346E+12,Fri Jul 25 19:19:00 GMT+02:00 2025,1.75347E+12,Fri Jul 25 19:43:24 GMT+01:00 2025,1443066,24 min,
Job Search,Active,1.75347E+12,Fri Jul 25 19:37:00 GMT+02:00 2025,1.75347E+12,Fri Jul 25 19:41:26 GMT+01:00 2025,245444,4 min,
Work Distractions,Emotional Work,1.75347E+12,Fri Jul 25 19:47:00 GMT+02:00 2025,1.75347E+12,Fri Jul 25 21:59:23 GMT+01:00 2025,7921812,2 h 12 min,
Dating ,Active,1.75347E+12,Fri Jul 25 19:57:00 GMT+02:00 2025,1.75347E+12,Fri Jul 25 21:16:28 GMT+01:00 2025,4746774,1 h 19 min,
Work Distractions,Active,1.75347E+12,Fri Jul 25 21:16:00 GMT+02:00 2025,1.75347E+12,Fri Jul 25 22:20:57 GMT+01:00 2025,3876489,1 h 4 min,
Shop/Book/Plan,Screen Relaxation,1.75347E+12,Fri Jul 25 21:53:00 GMT+02:00 2025,1.75348E+12,Fri Jul 25 23:37:01 GMT+01:00 2025,6183781,1 h 43 min,
